"DCMTCODIGO";"INDOCODIGO";"MATCODIGO";"FAMCODIGO";"DCMTESTADO";"ANOCODIGO"
"645";"29";"225";"16";"1";"1"
"646";"29";"142";"14";"1";"1"
"647";"29";"148";"14";"1";"1"
"648";"29";"150";"14";"1";"1"
"649";"29";"207";"18";"1";"1"
"650";"29";"154";"15";"1";"1"
"651";"72";"118";"12";"1";"1"
"652";"117";"71";"10";"1";"1"
"653";"117";"99";"11";"1";"1"
"654";"117";"112";"12";"1";"1"
"655";"117";"127";"13";"1";"1"
"656";"118";"96";"11";"1";"1"
"657";"118";"109";"12";"1";"1"
"658";"118";"121";"13";"1";"1"
"659";"118";"118";"12";"1";"1"
"660";"119";"17";"5";"1";"1"
"661";"119";"18";"5";"1";"1"
"662";"119";"19";"5";"1";"1"
"663";"119";"20";"5";"1";"1"
"664";"119";"21";"5";"1";"1"
"665";"119";"22";"5";"1";"1"
"666";"119";"24";"5";"1";"1"
"667";"119";"77";"5";"1";"1"
"668";"119";"83";"5";"1";"1"
"669";"119";"89";"5";"1";"1"
"670";"118";"116";"12";"1";"1"
"671";"120";"140";"14";"1";"1"
"672";"120";"152";"15";"1";"1"
"673";"120";"204";"18";"1";"1"
"674";"26";"27";"6";"1";"2"
"675";"26";"28";"6";"1";"2"
"676";"26";"29";"6";"1";"2"
"677";"26";"30";"6";"1";"2"
"678";"26";"84";"6";"1";"2"
"679";"26";"90";"6";"1";"2"
"680";"3";"70";"10";"1";"2"
"681";"3";"98";"11";"1";"2"
"682";"14";"76";"4";"1";"2"
"683";"14";"77";"5";"1";"2"
"684";"14";"78";"6";"1";"2"
"685";"14";"79";"7";"1";"2"
"686";"14";"80";"8";"1";"2"
"687";"14";"81";"9";"1";"2"
"688";"1";"76";"4";"1";"2"
"689";"1";"77";"5";"1";"2"
"690";"1";"78";"6";"1";"2"
"691";"1";"79";"7";"1";"2"
"692";"1";"80";"8";"1";"2"
"693";"1";"81";"9";"1";"2"
"694";"130";"122";"13";"1";"2"
"695";"130";"169";"16";"1";"2"
"696";"130";"139";"14";"1";"2"
"697";"131";"5";"10";"1";"2"
"698";"131";"104";"11";"1";"2"
"699";"131";"117";"12";"1";"2"
"700";"43";"117";"12";"1";"2"
"701";"43";"133";"13";"1";"2"
"702";"43";"182";"16";"1";"2"
"703";"12";"137";"14";"0";"2"
"704";"12";"201";"17";"1";"2"
"705";"12";"164";"15";"1";"2"
"706";"12";"219";"18";"1";"2"
"707";"12";"149";"14";"1";"2"
"708";"22";"130";"13";"1";"2"
"709";"22";"131";"13";"1";"2"
"710";"22";"179";"16";"1";"2"
"711";"22";"180";"16";"1";"2"
"712";"22";"146";"14";"1";"2"
"713";"22";"147";"14";"1";"2"
"714";"22";"148";"14";"1";"2"
"715";"22";"150";"14";"1";"2"
"716";"22";"198";"17";"1";"2"
"717";"22";"199";"17";"1";"2"
"718";"22";"161";"15";"1";"2"
"719";"22";"162";"15";"1";"2"
"720";"132";"67";"10";"1";"2"
"721";"132";"95";"11";"1";"2"
"722";"132";"108";"12";"1";"2"
"723";"132";"103";"11";"1";"2"
"724";"132";"105";"11";"1";"2"
"725";"133";"139";"14";"0";"2"
"726";"133";"151";"15";"1";"2"
"727";"133";"163";"15";"1";"2"
"728";"133";"165";"15";"1";"2"
"729";"133";"143";"14";"1";"2"
"730";"133";"188";"17";"1";"2"
"731";"133";"197";"17";"1";"2"
"732";"41";"73";"10";"1";"2"
"733";"41";"101";"11";"1";"2"
"734";"41";"114";"12";"1";"2"
"735";"41";"131";"13";"1";"2"
"736";"41";"66";"9";"1";"2"
"737";"118";"68";"10";"1";"2"
"738";"118";"96";"11";"1";"2"
"739";"118";"109";"12";"1";"2"
"740";"118";"121";"13";"1";"2"
"741";"118";"132";"13";"1";"2"
"742";"118";"134";"13";"1";"2"
"743";"69";"119";"13";"1";"2"
"744";"69";"166";"16";"1";"2"
"745";"69";"232";"14";"1";"2"
"746";"69";"184";"17";"1";"2"
"747";"80";"132";"13";"1";"2"
"748";"80";"134";"13";"1";"2"
"749";"80";"229";"13";"1";"2"
"750";"80";"230";"13";"1";"2"
"751";"80";"222";"16";"1";"2"
"752";"80";"226";"16";"1";"2"
"753";"80";"143";"14";"1";"2"
"754";"80";"221";"14";"1";"2"
"755";"80";"233";"17";"1";"2"
"756";"134";"228";"13";"1";"2"
"757";"134";"224";"16";"1";"2"
"758";"134";"120";"13";"1";"2"
"759";"134";"136";"14";"1";"2"
"760";"134";"185";"17";"1";"2"
"761";"134";"156";"15";"1";"2"
"762";"61";"4";"10";"1";"2"
"763";"61";"6";"10";"1";"2"
"764";"61";"69";"10";"1";"2"
"765";"61";"97";"11";"1";"2"
"766";"61";"110";"12";"1";"2"
"767";"72";"58";"9";"1";"2"
"768";"72";"3";"10";"1";"2"
"769";"72";"94";"11";"1";"2"
"770";"72";"4";"10";"1";"2"
"771";"72";"6";"10";"1";"2"
"772";"74";"57";"9";"1";"2"
"773";"74";"2";"10";"1";"2"
"774";"74";"75";"11";"1";"2"
"775";"74";"103";"11";"1";"2"
"776";"74";"105";"11";"1";"2"
"777";"93";"100";"11";"1";"2"
"778";"93";"113";"12";"1";"2"
"779";"93";"116";"12";"1";"2"
"780";"93";"118";"12";"1";"2"
"781";"93";"126";"13";"1";"2"
"782";"93";"173";"16";"1";"2"
"783";"93";"144";"14";"1";"2"
"784";"93";"192";"17";"1";"2"
"785";"93";"160";"15";"1";"2"
"786";"67";"94";"11";"1";"2"
"787";"67";"107";"12";"1";"2"
"788";"67";"123";"13";"1";"2"
"789";"116";"227";"13";"1";"2"
"790";"116";"225";"16";"1";"2"
"791";"116";"142";"14";"1";"2"
"792";"116";"148";"14";"1";"2"
"793";"116";"150";"14";"1";"2"
"794";"116";"191";"17";"1";"2"
"795";"116";"154";"15";"1";"2"
"796";"116";"158";"15";"1";"2"
"797";"28";"74";"10";"1";"2"
"798";"28";"102";"11";"1";"2"
"799";"46";"106";"12";"1";"2"
"800";"46";"116";"12";"1";"2"
"801";"46";"118";"12";"1";"2"
"802";"46";"122";"13";"1";"2"
"803";"25";"121";"13";"1";"2"
"804";"25";"168";"16";"1";"2"
"805";"25";"181";"16";"1";"2"
"806";"25";"183";"16";"1";"2"
"807";"25";"138";"14";"1";"2"
"808";"25";"187";"17";"1";"2"
"809";"25";"234";"15";"1";"2"
"810";"19";"167";"16";"1";"2"
"811";"19";"231";"14";"1";"2"
"812";"19";"186";"17";"1";"2"
"813";"19";"155";"15";"1";"2"
"814";"19";"163";"15";"1";"2"
"815";"19";"165";"15";"1";"2"
"816";"115";"53";"8";"1";"2"
"817";"115";"63";"9";"1";"2"
"818";"68";"27";"6";"1";"2"
"819";"68";"28";"6";"1";"2"
"820";"68";"29";"6";"1";"2"
"821";"68";"30";"6";"1";"2"
"822";"68";"31";"6";"1";"2"
"823";"68";"32";"6";"1";"2"
"824";"68";"34";"6";"1";"2"
"825";"68";"84";"6";"1";"2"
"826";"68";"90";"6";"1";"2"
"827";"15";"57";"9";"1";"2"
"828";"15";"87";"9";"1";"2"
"829";"15";"93";"9";"1";"2"
"830";"6";"39";"7";"1";"2"
"831";"6";"40";"7";"1";"2"
"832";"6";"50";"8";"1";"2"
"833";"6";"86";"8";"1";"2"
"834";"6";"92";"8";"1";"2"
"835";"6";"60";"9";"1";"2"
"836";"66";"17";"5";"1";"2"
"837";"66";"18";"5";"1";"2"
"838";"66";"19";"5";"1";"2"
"839";"66";"20";"5";"1";"2"
"840";"66";"21";"5";"1";"2"
"841";"66";"22";"5";"1";"2"
"842";"66";"24";"5";"1";"2"
"843";"66";"83";"5";"1";"2"
"844";"66";"89";"5";"1";"2"
"845";"125";"17";"5";"1";"2"
"846";"125";"18";"5";"1";"2"
"847";"125";"19";"5";"1";"2"
"848";"125";"20";"5";"1";"2"
"849";"125";"21";"5";"1";"2"
"850";"125";"22";"5";"1";"2"
"851";"125";"24";"5";"1";"2"
"852";"125";"83";"5";"1";"2"
"853";"125";"89";"5";"1";"2"
"854";"16";"7";"4";"1";"2"
"855";"16";"8";"4";"1";"2"
"856";"16";"9";"4";"1";"2"
"857";"16";"10";"4";"1";"2"
"858";"16";"11";"4";"1";"2"
"859";"16";"12";"4";"1";"2"
"860";"16";"14";"4";"1";"2"
"861";"16";"82";"4";"1";"2"
"862";"16";"88";"4";"1";"2"
"863";"5";"23";"5";"1";"2"
"864";"5";"33";"6";"1";"2"
"865";"5";"43";"7";"1";"2"
"866";"5";"53";"8";"1";"2"
"867";"43";"37";"7";"1";"2"
"868";"43";"85";"7";"1";"2"
"869";"43";"91";"7";"1";"2"
"870";"43";"47";"8";"1";"2"
"871";"43";"49";"8";"1";"2"
"872";"17";"59";"9";"1";"2"
"873";"26";"31";"6";"1";"2"
"874";"26";"32";"6";"1";"2"
"875";"26";"34";"6";"1";"2"
"876";"126";"27";"6";"1";"2"
"877";"126";"28";"6";"1";"2"
"878";"126";"29";"6";"1";"2"
"879";"126";"30";"6";"1";"2"
"880";"126";"31";"6";"1";"2"
"881";"126";"32";"6";"1";"2"
"882";"126";"34";"6";"1";"2"
"883";"126";"84";"6";"1";"2"
"884";"126";"90";"6";"1";"2"
"885";"63";"38";"7";"1";"2"
"886";"63";"85";"7";"1";"2"
"887";"63";"91";"7";"1";"2"
"888";"63";"48";"8";"1";"2"
"889";"63";"58";"9";"1";"2"
"890";"8";"101";"11";"1";"2"
"891";"17";"96";"11";"1";"2"
"892";"17";"4";"10";"1";"2"
"893";"17";"68";"10";"1";"2"
"894";"20";"121";"13";"1";"2"
"895";"20";"138";"14";"1";"2"
"896";"20";"158";"15";"1";"2"
"897";"20";"235";"18";"1";"2"
"898";"22";"101";"11";"1";"2"
"899";"22";"114";"12";"1";"2"
"900";"24";"139";"14";"1";"2"
"901";"24";"151";"15";"1";"2"
"902";"24";"165";"15";"1";"2"
"903";"24";"203";"18";"1";"2"
"904";"8";"73";"10";"1";"2"
"905";"55";"15";"4";"1";"2"
"906";"55";"25";"5";"1";"2"
"907";"55";"35";"6";"1";"2"
"908";"55";"45";"7";"1";"2"
"909";"55";"55";"8";"1";"2"
"910";"55";"65";"9";"1";"2"
"911";"32";"37";"7";"1";"2"
"912";"32";"47";"8";"1";"2"
"913";"32";"86";"8";"1";"2"
"914";"32";"92";"8";"1";"2"
"915";"32";"57";"9";"1";"2"
"916";"57";"27";"6";"1";"2"
"917";"57";"28";"6";"1";"2"
"918";"57";"29";"6";"1";"2"
"919";"57";"30";"6";"1";"2"
"920";"57";"34";"6";"1";"2"
"921";"57";"84";"6";"1";"2"
"922";"57";"90";"6";"1";"2"
"923";"100";"38";"7";"1";"2"
"924";"100";"48";"8";"1";"2"
"925";"100";"86";"8";"1";"2"
"926";"100";"92";"8";"1";"2"
"927";"100";"58";"9";"1";"2"
"928";"83";"44";"7";"1";"2"
"929";"83";"54";"8";"1";"2"
"930";"83";"61";"9";"1";"2"
"931";"83";"64";"9";"1";"2"
"932";"83";"74";"10";"1";"2"
"933";"83";"102";"11";"1";"2"
"934";"83";"115";"12";"1";"2"
"935";"8";"56";"8";"1";"2"
"936";"8";"66";"9";"1";"2"
"937";"54";"16";"4";"1";"2"
"938";"54";"26";"5";"1";"2"
"939";"54";"36";"6";"1";"2"
"940";"54";"46";"7";"1";"2"
"941";"18";"72";"10";"1";"2"
"942";"27";"15";"4";"1";"2"
"943";"27";"25";"5";"1";"2"
"944";"27";"35";"6";"1";"2"
"945";"27";"45";"7";"1";"2"
"946";"27";"55";"8";"1";"2"
"947";"27";"86";"8";"1";"2"
"948";"27";"92";"8";"1";"2"
"949";"27";"65";"9";"1";"2"
"950";"129";"140";"14";"1";"2"
"951";"42";"7";"4";"1";"2"
"952";"42";"8";"4";"1";"2"
"953";"42";"9";"4";"1";"2"
"954";"42";"10";"4";"1";"2"
"955";"42";"11";"4";"1";"2"
"956";"42";"14";"4";"1";"2"
"957";"42";"82";"4";"1";"2"
"958";"42";"88";"4";"1";"2"
"959";"129";"152";"15";"1";"2"
"960";"129";"204";"18";"1";"2"
"961";"129";"220";"18";"1";"2"
"962";"18";"100";"11";"1";"2"
"963";"1";"107";"12";"1";"2"
"964";"1";"118";"12";"1";"2"
"965";"1";"123";"13";"1";"2"
"966";"35";"108";"12";"1";"2"
"967";"35";"120";"13";"1";"2"
"968";"35";"134";"13";"1";"2"
"969";"35";"228";"13";"1";"2"
"970";"35";"136";"14";"1";"2"
"971";"35";"156";"15";"1";"2"
"972";"35";"238";"18";"1";"2"
"973";"11";"123";"13";"1";"2"
"974";"116";"109";"12";"1";"2"
"975";"116";"118";"12";"1";"2"
"976";"11";"170";"16";"1";"2"
"977";"116";"230";"13";"1";"2"
"978";"11";"140";"14";"1";"2"
"979";"116";"143";"14";"1";"2"
"980";"11";"189";"17";"1";"2"
"981";"40";"2";"10";"1";"2"
"982";"40";"75";"11";"1";"2"
"983";"40";"105";"11";"1";"2"
"984";"117";"71";"10";"1";"2"
"985";"117";"99";"11";"1";"2"
"986";"117";"112";"12";"1";"2"
"987";"52";"120";"13";"1";"2"
"988";"52";"231";"14";"1";"2"
"989";"52";"150";"14";"1";"2"
"990";"52";"155";"15";"1";"2"
"991";"69";"157";"15";"1";"2"
"992";"69";"236";"18";"1";"2"
"993";"69";"150";"14";"1";"2"
"994";"10";"27";"6";"1";"2"
"995";"10";"28";"6";"1";"2"
"996";"10";"29";"6";"1";"2"
"997";"10";"30";"6";"1";"2"
"998";"10";"34";"6";"1";"2"
"999";"10";"84";"6";"1";"2"
"1000";"10";"90";"6";"1";"2"
"1001";"10";"51";"8";"1";"2"
"1002";"10";"61";"9";"1";"2"
"1003";"31";"39";"7";"1";"2"
"1004";"31";"44";"7";"1";"2"
"1005";"31";"85";"7";"1";"2"
"1006";"31";"91";"7";"1";"2"
"1007";"31";"49";"8";"1";"2"
"1008";"31";"54";"8";"1";"2"
"1009";"31";"59";"9";"1";"2"
"1010";"31";"64";"9";"1";"2"
"1011";"115";"4";"10";"1";"2"
"1012";"115";"69";"10";"1";"2"
"1013";"77";"97";"11";"1";"2"
"1014";"77";"110";"12";"1";"2"
"1015";"77";"105";"11";"1";"2"
"1016";"36";"33";"6";"1";"2"
"1017";"36";"43";"7";"1";"2"
"1018";"36";"53";"8";"1";"2"
"1019";"36";"63";"9";"1";"2"
"1020";"36";"87";"9";"1";"2"
"1021";"36";"93";"9";"1";"2"
"1022";"121";"119";"13";"1";"2"
"1023";"121";"123";"13";"1";"2"
"1024";"121";"140";"14";"1";"2"
"1025";"119";"17";"5";"1";"2"
"1026";"119";"18";"5";"1";"2"
"1027";"119";"19";"5";"1";"2"
"1028";"119";"20";"5";"1";"2"
"1029";"119";"24";"5";"1";"2"
"1030";"119";"83";"5";"1";"2"
"1031";"119";"89";"5";"1";"2"
"1032";"119";"31";"6";"1";"2"
"1033";"119";"41";"7";"1";"2"
"1034";"87";"13";"4";"1";"2"
"1035";"87";"23";"5";"1";"2"
"1036";"97";"17";"5";"1";"2"
"1037";"97";"18";"5";"1";"2"
"1038";"97";"19";"5";"1";"2"
"1039";"97";"20";"5";"1";"2"
"1040";"97";"21";"5";"1";"2"
"1041";"97";"24";"5";"1";"2"
"1042";"97";"83";"5";"1";"2"
"1043";"97";"89";"5";"1";"2"
"1044";"81";"16";"4";"1";"2"
"1045";"81";"26";"5";"1";"2"
"1046";"81";"36";"6";"1";"2"
"1047";"81";"46";"7";"1";"2"
"1048";"81";"56";"8";"1";"2"
"1049";"81";"66";"9";"0";"2"
"1050";"107";"11";"4";"1";"2"
"1051";"107";"21";"5";"1";"2"
"1052";"107";"31";"6";"1";"2"
"1053";"107";"41";"7";"1";"2"
"1054";"107";"51";"8";"1";"2"
"1055";"107";"61";"9";"1";"2"
"1056";"121";"73";"10";"1";"2"
"1057";"121";"101";"11";"1";"2"
"1058";"122";"7";"4";"1";"2"
"1059";"122";"8";"4";"1";"2"
"1060";"122";"9";"4";"1";"2"
"1061";"122";"10";"4";"1";"2"
"1062";"122";"11";"4";"1";"2"
"1063";"122";"12";"4";"1";"2"
"1064";"122";"14";"4";"1";"2"
"1065";"122";"82";"4";"1";"2"
"1066";"122";"88";"4";"1";"2"
"1067";"18";"12";"4";"1";"2"
"1068";"18";"22";"5";"1";"2"
"1069";"18";"32";"6";"1";"2"
"1070";"18";"42";"7";"1";"2"
"1071";"18";"52";"8";"1";"2"
"1072";"18";"62";"9";"1";"2"
"1073";"18";"87";"9";"1";"2"
"1074";"18";"93";"9";"1";"2"
"1075";"37";"7";"4";"1";"2"
"1076";"37";"8";"4";"1";"2"
"1077";"37";"9";"4";"1";"2"
"1078";"37";"10";"4";"1";"2"
"1079";"37";"11";"4";"1";"2"
"1080";"37";"14";"4";"1";"2"
"1081";"37";"82";"4";"1";"2"
"1082";"37";"88";"4";"1";"2"
"1083";"28";"40";"7";"1";"2"
"1084";"28";"85";"7";"1";"2"
"1085";"28";"91";"7";"1";"2"
"1086";"28";"50";"8";"1";"2"
"1087";"28";"60";"9";"1";"2"
"1088";"44";"71";"10";"1";"2"
"1089";"44";"99";"11";"1";"2"
"1090";"44";"112";"12";"1";"2"
"1091";"44";"127";"13";"1";"2"
"1092";"44";"145";"14";"1";"2"
"1093";"3";"111";"12";"1";"2"
"1094";"3";"128";"13";"1";"2"
"1095";"3";"194";"17";"1";"2"
"1096";"3";"196";"17";"1";"2"
"1097";"3";"132";"13";"1";"2"
"1098";"3";"134";"13";"1";"2"
"1099";"44";"116";"12";"1";"2"
"1100";"44";"118";"12";"1";"2"
"1101";"59";"124";"13";"1";"2"
"1102";"59";"171";"16";"1";"2"
"1103";"59";"141";"14";"1";"2"
"1104";"59";"132";"13";"1";"2"
"1105";"59";"134";"13";"1";"2"
"1106";"60";"152";"15";"1";"2"
"1107";"60";"157";"15";"1";"2"
"1108";"60";"163";"15";"1";"2"
"1109";"60";"165";"15";"1";"2"
"1110";"29";"195";"17";"1";"2"
"1111";"29";"115";"12";"1";"2"
"1112";"17";"6";"10";"1";"2"
"1113";"24";"163";"15";"1";"2"
"1114";"129";"218";"18";"1";"2"
"1115";"1";"116";"12";"1";"2"
"1116";"35";"186";"17";"0";"2"
"1117";"35";"132";"13";"1";"2"
"1118";"116";"116";"12";"1";"2"
"1119";"40";"103";"11";"1";"2"
"1120";"52";"148";"14";"1";"2"
"1121";"69";"148";"14";"1";"2"
"1122";"115";"6";"10";"1";"2"
"1123";"77";"103";"11";"1";"2"
"1124";"86";"94";"11";"1";"2"
"1125";"86";"103";"11";"1";"2"
"1126";"86";"105";"11";"1";"2"
"1127";"86";"107";"12";"1";"2"
"1128";"89";"110";"12";"1";"2"
"1129";"89";"141";"14";"1";"2"
"1130";"89";"124";"13";"1";"2"
"1131";"94";"75";"11";"1";"2"
"1132";"94";"106";"12";"1";"2"
"1133";"94";"116";"12";"1";"2"
"1134";"94";"118";"12";"1";"2"
"1135";"102";"141";"14";"1";"2"
"1136";"102";"159";"15";"1";"2"
"1137";"102";"163";"15";"1";"2"
"1138";"102";"165";"15";"1";"2"
"1139";"102";"205";"18";"1";"2"
"1140";"105";"227";"13";"1";"2"
"1141";"105";"115";"12";"1";"2"
"1142";"105";"142";"14";"1";"2"
"1143";"105";"154";"15";"1";"2"
"1144";"105";"148";"14";"1";"2"
"1145";"105";"150";"14";"1";"2"
"1146";"105";"207";"18";"1";"2"
"1147";"4";"70";"10";"1";"2"
"1148";"4";"98";"11";"1";"2"
"1149";"4";"103";"11";"1";"2"
"1150";"4";"105";"11";"1";"2"
"1151";"4";"111";"12";"1";"2"
"1152";"4";"128";"13";"1";"2"
"1153";"103";"229";"13";"1";"2"
"1154";"103";"221";"14";"1";"2"
"1155";"103";"138";"14";"1";"2"
"1156";"103";"234";"15";"1";"2"
"1157";"108";"3";"10";"1";"2"
"1158";"15";"2";"10";"1";"2"
"1159";"85";"122";"13";"1";"2"
"1160";"85";"132";"13";"1";"2"
"1161";"85";"134";"13";"1";"2"
"1162";"85";"139";"14";"1";"2"
"1163";"12";"104";"11";"1";"2"
"1164";"12";"117";"12";"1";"2"
"1165";"92";"149";"14";"1";"2"
"1166";"92";"164";"15";"1";"2"
"1167";"33";"5";"10";"1";"2"
"1168";"33";"104";"11";"1";"2"
"1169";"98";"133";"13";"1";"2"
"1170";"98";"219";"18";"1";"2"
"1171";"41";"147";"14";"1";"2"
"1172";"41";"162";"15";"1";"2"
"1173";"41";"217";"18";"1";"2"
"1174";"41";"130";"13";"1";"2"
"1175";"41";"146";"14";"1";"2"
"1176";"41";"161";"15";"1";"2"
"1177";"108";"58";"9";"1";"2"
"1178";"108";"87";"9";"1";"2"
"1179";"108";"93";"9";"1";"2"
"1180";"38";"42";"7";"1";"2"
"1181";"38";"52";"8";"1";"2"
"1182";"38";"62";"9";"1";"2"
"1183";"38";"51";"8";"1";"2"
"1184";"54";"41";"7";"1";"2"
"1185";"123";"13";"4";"1";"2"
"1186";"29";"239";"16";"1";"2"
"1187";"29";"240";"16";"1";"2"
"1188";"29";"241";"16";"1";"2"
"1189";"29";"242";"16";"1";"2"
"1190";"135";"67";"10";"1";"1"
"1191";"135";"95";"11";"1";"1"
"1192";"135";"4";"10";"1";"1"
"1193";"135";"6";"10";"1";"1"
"1194";"135";"4";"10";"1";"2"
"1195";"135";"5";"10";"0";"2"
"1196";"135";"6";"10";"1";"2"
"1197";"135";"67";"10";"1";"2"
"1198";"135";"95";"11";"1";"2"
"1199";"29";"208";"18";"1";"2"
"1200";"29";"209";"18";"1";"2"
"1201";"29";"210";"18";"1";"2"
"1202";"29";"211";"18";"1";"2"
"1203";"29";"213";"18";"1";"2"
"1204";"29";"128";"13";"1";"2"
"1205";"64";"113";"12";"1";"2"
"1206";"64";"116";"12";"1";"2"
"1207";"64";"118";"12";"1";"2"
"1208";"64";"126";"13";"1";"2"
"1209";"64";"144";"14";"1";"2"
"1210";"64";"160";"15";"1";"2"
"1211";"64";"215";"18";"1";"2"
"1212";"136";"108";"12";"1";"2"
"1213";"136";"95";"11";"1";"2"
"1214";"84";"112";"12";"1";"2"
"1215";"84";"127";"13";"1";"2"
"1216";"84";"145";"14";"1";"2"
"1217";"84";"148";"14";"1";"2"
"1218";"84";"150";"14";"1";"2"
"1219";"29";"200";"17";"1";"2"
"1220";"29";"202";"17";"1";"2"
"1221";"75";"141";"14";"1";"2"
"1222";"75";"148";"14";"1";"2"
"1223";"75";"150";"14";"1";"2"
"1224";"75";"190";"17";"1";"2"
"1225";"75";"159";"15";"1";"2"
"1226";"38";"72";"10";"1";"2"
"1227";"38";"100";"11";"1";"2"
"1228";"35";"237";"18";"1";"2"
"1229";"29";"212";"18";"1";"2"
"1230";"137";"42";"7";"1";"2"
"1231";"137";"52";"8";"1";"2"
"1232";"137";"62";"9";"1";"2"
"1233";"137";"72";"10";"1";"2"
"1234";"137";"100";"11";"1";"2"
"1235";"134";"223";"16";"1";"2"
"1236";"8";"4";"10";"1";"2"
"1237";"8";"6";"10";"1";"2"
"1238";"89";"132";"13";"0";"2"
"1239";"89";"134";"13";"0";"2"
"1240";"121";"132";"13";"1";"2"
"1241";"121";"134";"13";"1";"2"
"1242";"22";"216";"18";"1";"2"
"1243";"69";"129";"13";"0";"2"
"1244";"117";"127";"13";"1";"2"
"1245";"137";"51";"8";"1";"2"
"1246";"72";"87";"9";"1";"2"
"1247";"72";"93";"9";"1";"2"
"1248";"61";"124";"13";"1";"2"
"1249";"61";"141";"14";"1";"2"
"1250";"123";"159";"15";"1";"2"
"1251";"123";"141";"14";"1";"2"
"1252";"123";"190";"17";"1";"2"
"1253";"123";"148";"14";"1";"2"
"1254";"123";"150";"14";"1";"2"
"1255";"61";"132";"13";"1";"2"
"1256";"61";"134";"13";"1";"2"
"1257";"141";"121";"13";"1";"2"
"1258";"141";"138";"14";"1";"2"
"1259";"141";"235";"18";"1";"2"
"1260";"141";"234";"15";"0";"2"
"1261";"141";"158";"15";"1";"2"
"1262";"37";"12";"4";"1";"2"
"1263";"142";"27";"6";"1";"2"
"1264";"142";"28";"6";"1";"2"
"1265";"142";"29";"6";"1";"2"
"1266";"142";"30";"6";"1";"2"
"1267";"142";"31";"6";"1";"2"
"1268";"142";"32";"6";"1";"2"
"1269";"142";"34";"6";"1";"2"
"1270";"142";"84";"6";"1";"2"
"1271";"142";"90";"6";"1";"2"
"1272";"134";"108";"12";"1";"2"
"1273";"134";"95";"11";"1";"2"
"1274";"29";"214";"18";"1";"2"
